City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,port elizabeth,-33.918,25.5701,289.87,94,0,0.51,ZA,1718047100
365,aldan,58.6031,125.3894,282.29,87,15,0.34,RU,1718047032
366,kruisfontein,-34.0033,24.7314,288.64,52,5,2.22,ZA,1718047100
367,prince george,53.9166,-122.753,290.51,53,100,4.12,CA,1718047100
368,cidade velha,14.9167,-23.6167,298.41,65,20,8.75,CV,1718046970
369,pudozh,61.8099,36.5345,286.45,62,42,1.79,RU,1718047100
370,zyrya,40.3661,50.2917,296.2,74,99,4.88,AZ,1718047100
371,ekibastuz,51.6667,75.3667,293.85,76,24,6.76,KZ,1718047100
372,tukrah,32.5341,20.5791,299.0,45,4,4.0,LY,1718047100
373,motygino,58.1831,94.7592,282.47,96,10,0.45,RU,1718047100
374,bereznik,62.8551,42.7072,285.03,95,99,2.2,RU,1718047100
375,greenville,35.6127,-77.3663,302.11,40,40,2.06,US,1718046903
376,ironwood,46.4547,-90.171,293.46,36,0,4.12,US,1718047100
377,susuman,62.7833,148.1667,279.81,59,41,1.79,RU,1718047101
378,darwin,-12.4611,130.8418,293.14,77,92,2.57,AU,1718046902
379,east london,-33.0153,27.9116,290.73,60,0,3.62,ZA,1718047101
380,queenstown,-31.8976,26.8753,282.61,46,0,2.56,ZA,1718046910
381,tadine,-21.55,167.8833,294.21,90,0,0.78,NC,1718047101
382,savanna-la-mar,18.219,-78.1332,305.33,62,22,7.61,JM,1718047101
383,sawakin,19.1059,37.3321,305.61,40,3,4.9,SD,1718047101
384,pangody,65.85,74.4859,288.14,57,90,5.57,RU,1718047101
385,yangquan,37.8575,113.5633,296.42,40,100,3.13,CN,1718047101
386,quepos,9.4236,-84.1652,302.11,75,43,2.63,CR,1718047101
387,hluti,-27.2167,31.6167,284.09,56,0,1.05,SZ,1718047101
388,ryotsu-minato,38.0833,138.4333,289.91,90,0,1.34,JP,1718047101
389,gap,44.6667,6.0,282.5,70,37,3.15,FR,1718047101
390,lerwick,60.1545,-1.1494,283.15,84,100,9.37,GB,1718047020
391,wakkanai,45.4094,141.6739,285.38,97,75,7.82,JP,1718047101
392,sinabang,2.4803,96.3801,299.41,86,94,0.89,ID,1718047101
393,malango,-2.9627,119.9001,291.64,99,51,1.14,ID,1718047101
394,asau,46.4333,26.4,294.66,94,100,1.74,RO,1718047101
395,touba,8.2833,-7.6833,301.1,61,100,1.5,CI,1718047101
396,vallenar,-28.5708,-70.7581,292.37,34,92,1.68,CL,1718046979
397,sao luis de montes belos,-16.525,-50.3722,304.1,23,2,2.07,BR,1718047101
398,saint-felix-de-valois,46.1668,-73.4324,291.51,71,99,1.79,CA,1718047101
399,port alfred,-33.5906,26.891,291.75,53,0,4.42,ZA,1718047101
400,tucumcari,35.1717,-103.725,293.12,94,100,0.0,US,1718047101
401,san antonio de pale,-1.4014,5.6325,298.02,85,7,3.52,GQ,1718047102
402,caleta de carquin,-11.0925,-77.6267,293.4,74,79,4.23,PE,1718047102
403,sathupalli,17.2497,80.869,301.6,73,14,4.5,IN,1718047102
404,howrah,22.5892,88.3103,304.15,84,40,6.17,IN,1718047102
405,bam,29.106,58.357,304.52,9,0,5.05,IR,1718047102
406,guiping,23.3925,110.0814,297.74,97,100,1.1,CN,1718047102
407,cabo san lucas,22.8909,-109.9124,306.32,40,0,5.14,MX,1718047044
408,sitka,57.0531,-135.33,285.09,76,100,1.54,US,1718047102
409,ciudad melchor muzquiz,27.8833,-101.5167,307.8,46,0,2.91,MX,1718047102
410,nanning,22.8167,108.3167,299.4,94,94,1.96,CN,1718047102
411,ravar,31.2656,56.8055,302.12,11,0,2.44,IR,1718047102
412,pisco,-13.7,-76.2167,291.18,82,100,2.57,PE,1718046841
413,skikda,36.8762,6.9092,293.72,83,71,1.79,DZ,1718047102
414,rethymno,35.3647,24.4714,300.94,55,0,1.46,GR,1718047041
415,chernyshevskiy,63.0128,112.4714,284.86,69,29,1.45,RU,1718047102
416,napili-honokowai,20.9708,-156.6705,302.23,78,0,7.17,US,1718047102
417,illapel,-31.6308,-71.1653,288.78,53,100,2.8,CL,1718046972
418,montepuez,-13.1256,38.9997,292.81,62,39,5.28,MZ,1718046934
419,vilhena,-12.7406,-60.1458,305.27,31,0,3.6,BR,1718047102
420,oriximina,-1.7656,-55.8661,303.98,66,47,3.28,BR,1718047102
421,eyl,7.9803,49.8164,300.12,77,16,10.86,SO,1718047102
422,nantucket,41.2835,-70.0995,296.53,75,0,6.69,US,1718047102
423,ulsteinvik,62.3432,5.8487,285.79,85,100,2.68,NO,1718047102
424,medicine hat,50.0501,-110.6683,293.55,55,75,4.63,CA,1718046901
425,mokhsogollokh,61.4681,128.9203,284.94,66,5,0.85,RU,1718047102
426,mangrol,21.1167,70.1167,302.48,79,8,6.16,IN,1718047102
427,nicoya,10.1483,-85.452,302.26,77,100,1.52,CR,1718047103
428,sabang,5.8933,95.3214,302.81,75,100,8.23,ID,1718047103
429,longido,-2.7333,36.6833,291.95,65,100,7.28,TZ,1718047103
430,shatki,55.1887,44.1249,290.75,75,27,1.74,RU,1718047103
431,lys'va,58.1086,57.8053,284.66,87,3,1.18,RU,1718047103
432,saguenay,48.4168,-71.0657,294.31,73,75,1.34,CA,1718047042
433,lata,40.1629,-8.3327,292.91,71,0,2.55,PT,1718047103
434,yerofey pavlovich,53.9667,121.9667,283.37,91,98,1.34,RU,1718047103
435,nevada,39.2502,-116.7512,295.89,23,2,2.77,US,1718047061
436,buala,-8.145,159.5921,300.19,83,56,2.46,SB,1718047103
437,arawa,-6.2132,155.5367,298.44,91,100,1.2,PG,1718047103
438,st. john's,47.5649,-52.7093,290.19,96,100,8.23,CA,1718047103
439,mount isa,-20.7333,139.5,279.02,87,0,0.0,AU,1718047103
440,kenai,60.5544,-151.2583,288.2,51,100,6.17,US,1718047103
441,zapolyarnyy,69.4154,30.8136,277.75,85,100,1.96,RU,1718047103
442,bridgewater,44.3835,-64.5155,295.19,65,3,9.77,CA,1718047103
443,santyoku,37.4406,129.1708,292.33,87,0,4.17,KR,1718047103
444,coahuayana de hidalgo,18.7,-103.6583,305.41,49,91,3.69,MX,1718047103
445,madarounfa,13.3087,7.156,302.97,57,96,9.19,NE,1718047103
446,muroto-misakicho,33.2833,134.15,294.71,86,100,2.2,JP,1718047103
447,tateyama,34.9833,139.8667,293.16,83,0,1.28,JP,1718047103
448,kerema,-7.9631,145.7785,298.34,93,85,3.32,PG,1718047103
449,nishinoomote,30.7333,131.0,296.91,83,100,3.17,JP,1718047104
450,k'asp'i,41.9252,44.4257,290.75,91,100,2.15,GE,1718047104
451,assab,13.0092,42.7394,305.36,64,100,7.73,ER,1718047104
452,lionel town,17.8101,-77.2406,305.87,79,100,5.82,JM,1718047104
453,altay,47.8667,88.1167,290.42,48,11,2.52,CN,1718047023
454,la mira,18.035,-102.3266,303.81,55,85,5.94,MX,1718047104
455,fiambala,-27.6871,-67.6149,297.99,11,5,3.14,AR,1718047104
456,shenandoah,30.4013,-91.0009,307.59,63,9,0.45,US,1718047104
457,rio gallegos,-51.6226,-69.2181,277.18,87,75,3.09,AR,1718046449
458,tannum sands,-23.9504,151.3693,286.34,66,0,2.06,AU,1718047104
459,mayya,61.7333,130.2811,279.77,80,9,1.39,RU,1718047104
460,papao,-17.75,-149.55,298.97,88,96,7.19,PF,1718047104
461,hammerfest,70.6634,23.6821,284.4,71,40,4.12,NO,1718046812
462,kirensk,57.7853,108.1119,283.69,88,52,1.34,RU,1718047104
463,inhambane,-23.865,35.3833,291.14,94,75,1.54,MZ,1718047104
464,morelia,19.7008,-101.1844,303.67,22,99,3.39,MX,1718046964
465,las heras,-46.5419,-68.9359,278.18,91,100,5.55,AR,1718047104
466,paris,48.8534,2.3488,288.74,54,20,4.63,FR,1718046636
467,saint-pierre,-21.3393,55.4781,295.97,73,0,2.57,RE,1718047104
468,barra,-11.0894,-43.1417,304.03,41,73,2.3,BR,1718047104
469,tofol,5.3248,163.0078,302.0,76,36,6.17,FM,1718047104
470,rocha,-34.4833,-54.3333,289.17,78,72,2.4,UY,1718047104
471,ain smara,36.2674,6.5014,296.62,46,0,4.12,DZ,1718047105
472,nuriootpa,-34.4833,139.0,290.33,38,97,8.05,AU,1718047105
473,saudarkrokur,65.7461,-19.6394,279.71,80,93,1.51,IS,1718047105
474,kamaishi,39.2667,141.8833,288.18,92,22,2.56,JP,1718047105
475,san rafael del yuma,18.4299,-68.6739,304.26,60,100,4.24,DO,1718047105
476,kabala,9.5833,-11.55,298.95,83,93,2.19,SL,1718047105
477,tucuma,-0.1833,-50.05,297.47,96,100,4.57,BR,1718047105
478,colares,38.7992,-9.4469,294.25,81,20,4.12,PT,1718047105
479,kalymnos,36.95,26.9833,295.89,78,0,4.12,GR,1718047105
480,port lincoln,-34.7333,135.8667,289.6,83,100,9.01,AU,1718047105
481,smara,26.7384,-11.6719,299.72,34,0,8.37,EH,1718047105
482,buique,-8.6231,-37.1558,295.41,72,80,5.23,BR,1718047105
483,coro,11.4045,-69.6734,304.26,66,100,10.83,VE,1718047105
484,xining,36.6167,101.7667,284.23,67,100,1.34,CN,1718047105
485,siwa oasis,29.2041,25.5195,305.63,16,0,2.91,EG,1718046970
486,smithers,54.7804,-127.1743,288.33,47,100,2.06,CA,1718047105
487,jeremie,18.65,-74.1167,303.94,64,100,1.37,HT,1718047105
488,el porvenir,13.7617,-87.3458,305.78,58,93,2.26,HN,1718046860
489,shingu,33.7333,135.9833,291.01,90,15,1.94,JP,1718047105
490,vydrino,51.485,104.8461,285.03,97,100,2.97,RU,1718047105
491,kimberley,-28.7323,24.7623,284.22,36,36,4.69,ZA,1718046909
492,dokri,27.3743,68.0967,311.21,16,0,3.41,PK,1718047105
493,mana,5.6592,-53.7767,300.77,83,26,3.93,GF,1718047106
494,boa vista,2.8197,-60.6733,300.14,78,40,1.03,BR,1718046876
495,kas,36.2018,29.6377,299.77,50,0,3.13,TR,1718047106
496,palu,-0.8917,119.8707,297.74,98,79,1.67,ID,1718047106
497,isiro,2.7739,27.616,292.82,99,99,0.7,CD,1718047106
498,kismayo,-0.3582,42.5454,299.07,80,5,7.8,SO,1718047106
499,uray,60.1247,64.7758,288.08,89,100,2.24,RU,1718047106
500,guardo,42.7897,-4.8482,287.96,70,10,0.98,ES,1718047106
501,yung shue wan,22.2333,114.1167,301.9,87,100,0.45,HK,1718047106
502,broome,42.2506,-75.833,291.58,78,100,5.14,US,1718047106
503,nouadhibou,20.931,-17.0347,296.14,64,2,8.75,MR,1718047106
504,tadmur,34.5608,38.2805,301.15,28,0,6.91,SY,1718046885
505,simanggang,1.2472,111.4528,298.14,94,89,0.0,MY,1718047106
506,fauske,67.2588,15.3918,285.25,84,100,3.23,NO,1718047106
507,mizdah,31.4451,12.9801,308.21,15,29,4.09,LY,1718047106
508,mikun',62.3547,50.0771,286.08,74,100,2.05,RU,1718047106
509,constitucion,-35.3333,-72.4167,287.84,79,100,7.61,CL,1718046993
510,bridlington,54.0831,-0.1919,286.11,78,31,3.58,GB,1718047106
511,shimo-furano,43.35,142.3833,287.37,97,100,2.35,JP,1718046910
512,undurkhaan,47.3194,110.6556,287.13,83,16,1.66,MN,1718047106
513,fada,9.5667,8.3,295.16,91,97,0.79,NG,1718047107
514,maceio,-9.6658,-35.7353,301.84,74,40,5.14,BR,1718047077
515,los andes,-32.8337,-70.5983,287.04,56,100,0.98,CL,1718046987
516,nadi,-17.8,177.4167,292.15,88,20,2.57,FJ,1718046831
517,lesosibirsk,58.2358,92.4828,284.21,95,0,0.59,RU,1718047107
518,lincoln,40.8,-96.667,301.63,35,0,1.54,US,1718047107
519,ancud,-41.8697,-73.8203,284.35,93,95,7.51,CL,1718047107
520,barrouallie,13.2333,-61.2667,300.21,75,6,6.88,VC,1718047107
521,ceerigaabo,10.6162,47.368,295.66,47,100,6.57,SO,1718047107
522,paita,-5.0892,-81.1144,294.85,71,24,7.09,PE,1718047087
523,yamba,-5.9,22.3,295.27,40,52,1.62,CD,1718047107
524,san agustin de valle fertil,-30.6335,-67.4682,292.49,48,7,4.81,AR,1718047107
525,malabar,-33.9667,151.25,283.17,81,100,4.63,AU,1718047107
526,murshidabad,24.1833,88.2667,305.49,58,4,5.9,IN,1718047107
527,ta`u,-14.2336,-169.5144,299.94,77,58,9.16,AS,1718047107
528,champerico,14.3,-91.9167,306.45,72,59,4.07,GT,1718047107
529,howard springs,-12.497,131.047,293.1,83,94,3.2,AU,1718047107
530,tashtagol,52.7657,87.8894,286.22,81,100,1.34,RU,1718047107
531,bayan,46.0833,127.4,288.14,84,96,2.76,CN,1718047107
532,muzo,5.5353,-74.1078,299.17,86,83,1.0,CO,1718047107
533,josenii bargaului,47.2167,24.6833,289.99,96,100,2.02,RO,1718047108
534,arish,31.1316,33.7984,298.07,78,0,1.26,EG,1718047108
535,rapar,23.5667,70.6333,302.76,68,32,8.29,IN,1718047108
536,antsiranana,-12.2787,49.2917,295.37,80,1,2.54,MG,1718047108
537,guozhen,34.3659,107.359,295.2,42,99,2.07,CN,1718047108
538,sidney,-33.8679,151.2073,282.94,84,94,4.63,AU,1718046903
539,bodaybo,57.8506,114.1933,284.42,85,33,1.0,RU,1718046967
540,cocachacra,-17.0883,-71.7575,291.51,68,100,2.74,PE,1718047108
541,beau vallon,-20.4189,57.6953,297.28,78,40,4.63,MU,1718047108
542,chachersk,52.9164,30.9179,293.1,93,100,2.28,BY,1718047108
543,revda,56.801,59.9303,285.09,82,46,1.88,RU,1718047108
544,ust'-kulom,61.6864,53.6902,284.84,78,43,1.54,RU,1718047108
545,korla,41.7597,86.1469,299.67,25,88,1.63,CN,1718047108
546,codrington,-38.2667,141.9667,287.09,74,100,10.29,AU,1718047108
547,tynda,55.1667,124.7167,280.82,97,68,0.78,RU,1718047108
548,gudibanda,13.6694,77.6983,295.89,74,100,5.54,IN,1718047108
549,devoto,-31.4043,-62.3063,295.09,36,87,4.45,AR,1718047108
550,nisporeni,47.0814,28.1783,296.27,86,1,4.35,MD,1718047108
551,lauro de freitas,-12.8944,-38.3272,301.16,65,40,4.63,BR,1718047108
552,alice springs,-23.7,133.8833,279.9,81,0,2.57,AU,1718047108
553,mandal,25.45,74.5667,307.47,30,100,7.23,IN,1718047108
554,fredericksburg,38.3032,-77.4605,302.12,40,100,2.68,US,1718046920
555,barcarena,-1.5058,-48.6258,302.03,89,100,2.71,BR,1718047109
556,san julian,21.0167,-102.1667,303.04,22,69,3.31,MX,1718047109
557,nadym,65.5333,72.5167,288.13,61,65,4.95,RU,1718047109
558,tazacorte,28.629,-17.9293,294.69,85,75,6.17,ES,1718047109
559,banjarmasin,-3.3244,114.591,299.23,97,99,0.77,ID,1718046841
560,nchelenge,-9.3451,28.734,292.92,59,68,5.34,ZM,1718047109
561,maria aurora,15.7967,121.4737,297.35,90,32,0.73,PH,1718047109
562,bel ombre,-4.6167,55.4167,301.06,83,40,3.6,SC,1718047109
563,kani keli,-12.9536,45.1033,298.74,64,0,5.12,YT,1718047109
564,aksu,41.1231,80.2644,297.81,30,0,2.5,CN,1718047109
565,comodoro rivadavia,-45.8667,-67.5,281.07,87,40,3.6,AR,1718046846
566,sao felix do xingu,-6.6447,-51.995,307.71,34,19,2.5,BR,1718047109
567,tabuk,17.4189,121.4443,297.43,91,100,1.3,PH,1718047109
568,homer,59.6425,-151.5483,284.09,76,100,2.06,US,1718047082
569,barwani,22.0333,74.9,306.56,48,74,7.08,IN,1718047109
570,zarichne,51.8126,26.129,290.36,97,100,3.01,UA,1718047109
571,vorkuta,67.5,64.0,275.43,96,100,1.79,RU,1718047109
572,fuglafjordur,62.244,-6.814,278.41,80,100,9.3,FO,1718047109
573,tual,-5.6667,132.75,299.92,84,100,9.98,ID,1718047110
574,apac,1.9756,32.5386,292.14,91,21,1.53,UG,1718047110
575,berani,25.785,68.8069,304.66,53,0,9.16,PK,1718047110
576,osorio,-29.8867,-50.2697,295.51,73,1,2.03,BR,1718046876
577,kristiansund,63.1115,7.732,284.33,81,75,6.17,NO,1718047110
578,waqqas,32.5427,35.6053,300.29,64,0,2.43,JO,1718047110
579,belyayevka,51.3974,56.4096,292.48,74,35,1.57,RU,1718047110
580,anloga,5.7947,0.8973,300.38,84,84,6.27,GH,1718047110
581,repatriacion,-25.5333,-55.95,303.39,43,24,1.96,PY,1718047110
582,kigorobya,1.6162,31.3089,294.59,70,93,1.85,UG,1718047110
583,huancavelica,-12.7667,-74.9833,283.33,35,86,3.7,PE,1718047110
584,portland,45.5234,-122.6762,295.53,55,20,1.79,US,1718047071
585,rongelap,11.1635,166.8941,301.44,82,11,7.99,MH,1718047110
586,plastun,44.7561,136.2939,284.63,94,58,2.49,RU,1718047110
587,hatillo,18.4863,-66.8254,306.4,76,100,4.92,PR,1718047110
588,majholi,23.5,79.9167,308.35,31,95,3.4,IN,1718047110
589,le blanc,46.6667,1.1667,288.37,90,86,3.45,FR,1718047110
590,victorica,-36.2151,-65.4359,291.38,28,100,8.9,AR,1718047110
